Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia
1258.jpg|['Rotura', 'Abolladura']|['Rueda ', 'Guardabarros trasero derecho']|['Reemplazar', 'Reparar']
1259.jpg|['Deformación', 'Fractura', 'Abolladura', 'Rotura']|['Parachoques delantero', 'Faros izquierdo', 'Capó ', 'Rejilla, parrilla']|['Reparar', 'Reemplazar', 'Reparar', 'Reemplazar']
126.jpg|['Deformación']|['Capó ']|['Reemplazar']
1260.jpg|['Fractura']|['Ventana delantera derecha']|['Reemplazar']
1261.jpg|['Fractura', 'Rayón', 'Abolladura']|['Luz trasera izquierdo', 'Parachoques trasero', 'Maletero']|['Reemplazar', 'Reparar', 'Reparar']
1262.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1263.jpg|['Deformación']|['Guardabarros delantero izquierdo ']|['Reemplazar']
1264.jpg|['Abolladura', 'Rayón']|['Puerta trasera derecha', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
1265.jpg|['Rotura']|['Rueda ']|['Reemplazar']
1266.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1267.jpg|['Fractura']|['Ventana delantera izquierda']|['Reemplazar']
1268.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1269.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
127.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1270.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1271.jpg|['Fractura', 'Desprendimiento', 'Abolladura']|['Parabrisas delantero', 'Capó ', 'Techo ']|['Reemplazar', 'Reemplazar', 'Reparar']
1272.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1273.jpg|['Rayón', 'Fractura']|['Parachoques delantero', 'Faros derecho']|['Reparar', 'Reemplazar']
1274.jpg|['Fractura', 'Deformación', 'Desprendimiento']|['Faros izquierdo', 'Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar']
1275.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1276.jpg|['Fractura']|['Luz trasera derecho']|['Reemplazar']
1277.jpg|['Rotura', 'Abolladura', 'Rayón']|['Rueda ', 'Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar', 'Reparar']
1278.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1279.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
128.jpg|['Abolladura', 'Rotura', 'Abolladura', 'Abolladura']|['Guardabarros delantero izquierdo ', 'Faros izquierdo', 'Parachoques delantero', 'Capó ']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar']
1280.jpg|['Rayón']|['Puerta trasera izquierda']|['Reparar']
1281.jpg|['Fractura', 'Fractura', 'Deformación', 'Abolladura']|['Parachoques delantero', 'Faros derecho', 'Guardabarros delantero derecho ', 'Techo ']|['Reemplazar', 'Reemplazar', 'Reparar', 'Reparar']
1282.jpg|['Fractura', 'Rayón']|['Luz trasera derecho', 'Parachoques trasero']|['Reemplazar', 'Reparar']
1283.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1284.jpg|['Rotura', 'Rotura', 'Deformación']|['Rejilla, parrilla', 'Parachoques delantero', 'Capó ']|['Reemplazar', 'Reparar', 'Reparar']
1285.jpg|['Fractura']|['Ventanilla delantera izquierda']|['Reemplazar']
1286.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1287.jpg|['Fractura']|['Parabrisas trasero']|['Reemplazar']
1288.jpg|['Abolladura', 'Fractura']|['Puerta trasera derecha', 'Ventana trasera derecha']|['Reparar', 'Reemplazar']
1289.jpg|['Rayón']|['Parabrisas trasero']|['Reparar']
129.jpg|['Rotura']|['Parachoques delantero']|['Reparar']
1290.jpg|['Desprendimiento', 'Rayón']|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Reparar', 'Reparar']
1291.jpg|['Abolladura']|['Puerta trasera izquierda']|['Reparar']
1292.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1293.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1294.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1295.jpg|['Rotura', 'Rayón']|['Rueda ', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
1296.jpg|['Abolladura']|['Puerta trasera izquierda']|['Reparar']
1297.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1298.jpg|['Fractura', 'Abolladura', 'Rayón']|['Faros izquierdo', 'Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar']
1299.jpg|['Fractura', 'Abolladura']|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
13.jpg|['Rotura']|['Faros izquierdo']|['Reemplazar']
130.jpg|['Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Marco de las puertas']|['Reparar', 'Reparar']
1300.jpg|['Abolladura', 'Fractura', 'Abolladura']|['Guardabarros delantero derecho ', 'Faros derecho', 'Capó ']|['Reparar', 'Reemplazar', 'Reparar']
1301.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
1302.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1303.jpg|['Fractura', 'Abolladura', 'Fractura', 'Desprendimiento', 'Abolladura']|['Parabrisas delantero', 'Techo ', 'Espejo lateral izquierdo', 'Puerta trasera izquierda', 'Puerta delantera izquierda']|['Reemplazar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reparar']
1304.jpg|['Fractura']|['Parabrisas trasero']|['Reemplazar']
1305.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1306.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1307.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1308.jpg|['Rotura']|['Rueda ']|['Reparar']
1309.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
131.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
1310.jpg|['Rotura']|['Rueda ']|['Reparar']
1311.jpg|['Abolladura', 'Fractura']|['Puerta delantera derecha', 'Ventanilla delantera derecha']|['Reparar', 'Reemplazar']
1312.jpg|['Fractura']|['Parachoques trasero']|['Reemplazar']
1313.jpg|['Rotura', 'Rayón']|['Rueda ', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar']
1314.jpg|['Rayón', 'Rayón', 'Rayón']|['Puerta trasera izquierda', 'Puerta delantera izquierda', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar', 'Reparar']
1315.jpg|['Desprendimiento', 'Abolladura']|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
1316.jpg|['Deformación', 'Fractura', 'Deformación']|['Parachoques trasero', 'Luz indicadora trasera derecha', 'Guardabarros trasero derecho']|['Reemplazar', 'Reemplazar', 'Reparar']
1317.jpg|['Fractura', 'Abolladura']|['Parabrisas delantero', 'Techo ']|['Reemplazar', 'Reparar']
1318.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1319.jpg|['Rotura']|['Rueda ']|['Reparar']
132.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1320.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1321.jpg|['Abolladura', 'Desprendimiento']|['Guardabarros delantero izquierdo ', 'Luz indicadora delantera izquierda']|['Reparar', 'Reemplazar']
1322.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1323.jpg|['Deformación', 'Abolladura']|['Puerta delantera derecha', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar']
1324.jpg|['Rotura']|['Rueda ']|['Reparar']
1325.jpg|['Rotura']|['Rueda ']|['Reparar']
1326.jpg|['Fractura', 'Fractura']|['Faros izquierdo', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1327.jpg|['Abolladura', 'Abolladura', 'Desprendimiento']|['Puerta delantera izquierda', 'Marco de las puertas', 'Manija izquierda']|['Reparar', 'Reparar', 'Reemplazar']
1328.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1329.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
133.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1330.jpg|['Fractura', 'Fractura', 'Abolladura']|['Parachoques trasero', 'Luz trasera izquierdo', 'Guardabarros trasero izquierdo']|['Reparar', 'Reemplazar', 'Reparar']
1331.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1332.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1333.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1334.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1335.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1336.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1337.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1338.jpg|['Fractura', 'Rayón']|['Luz trasera izquierdo', 'Parachoques trasero']|['Reemplazar', 'Reparar']
1339.jpg|['Fractura', 'Rayón']|['Rueda ', 'Puerta trasera izquierda']|['Reemplazar', 'Reparar']
134.jpg|['Rayón']|['Parabrisas trasero']|['Reparar']
1340.jpg|['Abolladura', 'Desprendimiento']|['Guardabarros trasero derecho', 'Moldura puerta trasera derecha']|['Reparar', 'Reemplazar']
1341.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
1342.jpg|['Rayón', 'Rayón']|['Puerta trasera derecha', 'Puerta delantera derecha']|['Reparar', 'Reparar']
1343.jpg|['Abolladura', 'Fractura']|['Parachoques trasero', 'Luz trasera izquierdo']|['Reparar', 'Reemplazar']
1344.jpg|['Fractura', 'Rayón', 'Abolladura']|['Luz trasera derecho', 'Parachoques trasero', 'Guardabarros trasero derecho']|['Reemplazar', 'Reparar', 'Reparar']
1345.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1346.jpg|['Fractura', 'Rayón', 'Deformación', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Capó ']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1347.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1348.jpg|['Abolladura', 'Abolladura']|['Guardabarros trasero derecho', 'Puerta trasera derecha']|['Reparar', 'Reparar']
1349.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
135.jpg|['Rotura', 'Abolladura', 'Deformación']|['Luz trasera izquierdo', 'Parachoques trasero', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reparar', 'Reparar']
1350.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1351.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1352.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1353.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1354.jpg|['Fractura', 'Rayón']|['Luz trasera derecho', 'Parachoques trasero']|['Reemplazar', 'Reparar']
1355.jpg|['Abolladura']|['Guardabarros trasero derecho']|['Reparar']
1356.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1357.jpg|['Rotura']|['Rueda ']|['Reemplazar']
1358.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1359.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
136.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1360.jpg|['Rotura']|['Rueda ']|['Reemplazar']
1361.jpg|['Abolladura']|['Marco de las puertas']|['Reparar']
1362.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1363.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1364.jpg|['Deformación', 'Rayón']|['Puerta trasera derecha', 'Puerta delantera derecha']|['Reparar', 'Reparar']
1365.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1366.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1367.jpg|['Fractura', 'Rayón']|['Parachoques trasero', 'Maletero']|['Reparar', 'Reparar']
1368.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1369.jpg|['Fractura', 'Rayón']|['Luz trasera izquierdo', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reparar']
137.jpg|['Rotura']|['Parachoques delantero']|['Reparar']
1370.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1371.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1372.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1373.jpg|['Rayón']|['Puerta delantera izquierda']|['Reparar']
1374.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
1375.jpg|['Fractura', 'Fractura', 'Deformación']|['Faros derecho', 'Parachoques delantero', 'Capó ']|['Reemplazar', 'Reparar', 'Reparar']
1376.jpg|['Abolladura', 'Abolladura']|['Puerta trasera derecha', 'Marco de las puertas']|['Reparar', 'Reparar']
1377.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1378.jpg|['Abolladura', 'Rayón']|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Reparar', 'Reparar']
1379.jpg|['Rotura', 'Abolladura', 'Desprendimiento']|['Rueda ', 'Guardabarros delantero derecho ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar']
138.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
1380.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1381.jpg|['Rayón']|['Guardabarros trasero izquierdo']|['Reparar']
1382.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1383.jpg|['Fractura']|['Parabrisas trasero']|['Reemplazar']
1384.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1385.jpg|['Abolladura']|['Puerta trasera derecha']|['Reparar']
1386.jpg|['Desprendimiento', 'Abolladura']|['Parachoques delantero', 'Parachoques delantero']|['Reparar', 'Reparar']
1387.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1388.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1389.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
139.jpg|['Abolladura']|['Guardabarros delantero derecho ']|['Reparar']
1390.jpg|['Rotura', 'Fractura', 'Abolladura', 'Desprendimiento']|['Parachoques delantero', 'Faros derecho', 'Capó ', 'Rejilla, parrilla']|['Reparar', 'Reemplazar', 'Reparar', 'Reemplazar']
1391.jpg|['Fractura', 'Abolladura', 'Deformación']|['Luz indicadora delantera derecha', 'Parachoques delantero', 'Guardabarros delantero derecho ']|['Reemplazar', 'Reparar', 'Reparar']
1392.jpg|['Rayón']|['Cerradura puerta']|['Reemplazar']
1393.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1394.jpg|['Abolladura', 'Fractura']|['Parachoques trasero', 'Luz indicadora trasera derecha']|['Reparar', 'Reemplazar']
1395.jpg|['Desprendimiento', 'Deformación']|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
1396.jpg|['Fractura']|['Luz indicadora trasera derecha']|['Reemplazar']
1397.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1398.jpg|['Abolladura', 'Rayón']|['Guardabarros trasero derecho', 'Puerta trasera derecha']|['Reparar', 'Reparar']
1399.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
14.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
140.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1400.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
1401.jpg|['Fractura', 'Fractura']|['Parachoques delantero', 'Espejo lateral derecho']|['Reparar', 'Reemplazar']
1402.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
1403.jpg|['Desprendimiento', 'Fractura']|['Parachoques delantero', 'Faros derecho']|['Reemplazar', 'Reemplazar']
1404.jpg|['Fractura', 'Abolladura', 'Abolladura', 'Desprendimiento']|['Faros derecho', 'Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1405.jpg|['Fractura', 'Rayón', 'Rotura']|['Faros derecho', 'Capó ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar']
1406.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1407.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1408.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1409.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
141.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1410.jpg|['Rotura']|['Rueda ']|['Reparar']
1411.jpg|['Fractura', 'Desprendimiento']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reemplazar']
1412.jpg|['Rotura']|['Rueda ']|['Reparar']
1413.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1414.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1415.jpg|['Fractura', 'Abolladura']|['Ventana trasera izquierda', 'Puerta trasera izquierda']|['Reemplazar', 'Reparar']
1416.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1417.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1418.jpg|['Abolladura', 'Fractura', 'Abolladura']|['Guardabarros delantero derecho ', 'Faros derecho', 'Parachoques delantero']|['Reparar', 'Reemplazar', 'Reparar']
1419.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
142.jpg|['Rotura', 'Fractura', 'Abolladura', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Capó ']|['Reemplazar', 'Reemplazar', 'Reparar', 'Reparar']
1420.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1421.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1422.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1423.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1424.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1425.jpg|['Abolladura', 'Rotura', 'Abolladura']|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Capó ']|['Reparar', 'Reparar', 'Reparar']
1426.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1427.jpg|['Fractura']|['Faros izquierdo']|['Reemplazar']
1428.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1429.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
143.jpg|['Rotura']|['Ventanilla trasera izquierda      ']|['Reemplazar']
1430.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1431.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1432.jpg|['Abolladura']|['Capó ']|['Reparar']
1433.jpg|['Fractura', 'Fractura', 'Abolladura']|['Parachoques delantero', 'Parabrisas delantero', 'Capó ']|['Reparar', 'Reemplazar', 'Reparar']
1434.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1435.jpg|['Desprendimiento', 'Fractura']|['Parachoques delantero', 'Faros derecho']|['Reparar', 'Reemplazar']
1436.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1437.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1438.jpg|['Fractura', 'Deformación', 'Desprendimiento', 'Abolladura']|['Faros derecho', 'Guardabarros delantero derecho ', 'Parachoques delantero', 'Capó ']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1439.jpg|['Deformación', 'Desprendimiento']|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Reparar', 'Reparar']
144.jpg|['Rotura']|['Faros derecho']|['Reemplazar']
1440.jpg|['Rotura']|['Parachoques delantero']|['Reparar']
1441.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1442.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1443.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1444.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1445.jpg|['Fractura', 'Fractura', 'Abolladura']|['Parachoques delantero', 'Faros derecho', 'Capó ']|['Reparar', 'Reemplazar', 'Reparar']
1446.jpg|['Abolladura', 'Abolladura', 'Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Marco de las puertas']|['Reparar', 'Reparar', 'Reparar', 'Reparar']
1447.jpg|['Deformación', 'Fractura', 'Deformación', 'Deformación']|['Parachoques delantero', 'Faros izquierdo', 'Capó ', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1448.jpg|['Fractura', 'Fractura']|['Parachoques delantero', 'Antiniebla delantero izquierdo']|['Reparar', 'Reemplazar']
1449.jpg|['Abolladura', 'Rayón']|['Puerta delantera derecha', 'Marco de las puertas']|['Reparar', 'Reparar']
145.jpg|['Rayón', 'Rayón']|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar']
1450.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1451.jpg|['Rotura']|['Rueda ']|['Reparar']
1452.jpg|['Rotura', 'Deformación', 'Abolladura', 'Abolladura']|['Rueda ', 'Puerta delantera izquierda', 'Puerta trasera izquierda', 'Marco de las puertas']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar']
1453.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1454.jpg|['Fractura', 'Fractura']|['Faros izquierdo', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1455.jpg|['Desprendimiento', 'Rayón']|['Guardabarros delantero izquierdo ', 'Capó ']|['Reemplazar', 'Reparar']
1456.jpg|['Rayón']|['Puerta delantera izquierda']|['Reparar']
1457.jpg|['Abolladura', 'Fractura']|['Parachoques trasero', 'Luz trasera derecho']|['Reparar', 'Reemplazar']
1458.jpg|['Abolladura', 'Fractura']|['Guardabarros trasero izquierdo', 'Luz trasera izquierdo']|['Reparar', 'Reemplazar']
1459.jpg|['Rotura']|['Rueda ']|['Reparar']
146.jpg|['Rayón']|['Guardabarros trasero izquierdo']|['Reparar']
1460.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1461.jpg|['Rotura']|['Parachoques trasero']|['Reparar']
1462.jpg|['Fractura', 'Desprendimiento']|['Parabrisas delantero', 'Espejo lateral derecho']|['Reemplazar', 'Reemplazar']
1463.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1464.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1465.jpg|['Desprendimiento', 'Abolladura', 'Fractura', 'Fractura', 'Deformación']|['Parachoques trasero', 'Guardabarros trasero derecho', 'Luz trasera derecho', 'Luz indicadora trasera derecha', 'Maletero']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reparar']
1466.jpg|['Fractura', 'Rayón']|['Luz trasera izquierdo', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reparar']
1467.jpg|['Fractura', 'Fractura']|['Luz trasera derecho', 'Luz indicadora trasera derecha']|['Reemplazar', 'Reemplazar']
1468.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1469.jpg|['Fractura', 'Fractura']|['Parachoques delantero', 'Faros izquierdo']|['Reparar', 'Reemplazar']
147.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1470.jpg|['Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Marco de las puertas']|['Reparar', 'Reparar']
1471.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
1472.jpg|['Rayón']|['Guardabarros trasero derecho']|['Reparar']
1473.jpg|['Abolladura', 'Desprendimiento']|['Guardabarros trasero derecho', 'Marco de las puertas']|['Reparar', 'Reemplazar']
1474.jpg|['Desprendimiento', 'Fractura', 'Deformación', 'Deformación', 'Fractura']|['Parachoques delantero', 'Faros derecho', 'Guardabarros delantero derecho ', 'Capó ', 'Luz indicadora delantera derecha']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
1475.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
1476.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
1477.jpg|['Fractura']|['Luz indicadora trasera derecha']|['Reemplazar']
1478.jpg|['Rayón']|['Guardabarros trasero izquierdo']|['Reparar']
1479.jpg|['Fractura']|['Ventanilla trasera izquierda      ']|['Reemplazar']
148.jpg|['Rotura']|['Rueda ']|['Reparar']
1480.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1481.jpg|['Fractura', 'Fractura', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reparar', 'Reparar']
1482.jpg|['Rotura']|['Rueda ']|['Reparar']
1483.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1484.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1485.jpg|['Fractura', 'Fractura', 'Fractura', 'Desprendimiento']|['Parabrisas delantero', 'Faros derecho', 'Faros izquierdo', 'Rejilla, parrilla']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1486.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1487.jpg|['Rotura']|['Parachoques trasero']|['Reparar']
1488.jpg|['Fractura', 'Fractura', 'Fractura', 'Abolladura']|['Parachoques trasero', 'Luz trasera izquierdo', 'Luz indicadora trasera izquierda', 'Guardabarros trasero izquierdo']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reparar']
1489.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
149.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1490.jpg|['Fractura', 'Fractura', 'Abolladura']|['Parachoques delantero', 'Faros derecho', 'Capó ']|['Reparar', 'Reemplazar', 'Reparar']
1491.jpg|['Fractura', 'Rayón']|['Luz trasera derecho', 'Parachoques trasero']|['Reemplazar', 'Reparar']
1492.jpg|['Fractura', 'Rayón', 'Deformación', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Capó ']|['Reemplazar', 'Reparar', 'Reemplazar', 'Reparar']
1493.jpg|['Fractura', 'Fractura', 'Abolladura', 'Abolladura']|['Parachoques delantero', 'Faros izquierdo', 'Capó ', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar']
1494.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1495.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1496.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
1497.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1498.jpg|['Rayón', 'Rayón']|['Puerta delantera izquierda', 'Puerta trasera izquierda']|['Reparar', 'Reparar']
1499.jpg|['Abolladura', 'Abolladura']|['Puerta trasera izquierda', 'Marco de las puertas']|['Reparar', 'Reparar']
15.jpg|['Rotura', 'Rotura', 'Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero', 'Guardabarros delantero derecho ', 'Luz indicadora delantera derecha']|['Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
150.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1500.jpg|['Fractura']|['Faros derecho']|['Reemplazar']
1501.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1502.jpg|['Deformación', 'Abolladura', 'Abolladura']|['Guardabarros trasero izquierdo', 'Marco de las puertas', 'Puerta delantera izquierda']|['Reemplazar', 'Reparar', 'Reparar']
1503.jpg|['Fractura', 'Fractura', 'Abolladura']|['Luz trasera izquierdo', 'Luz indicadora trasera izquierda', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reemplazar', 'Reparar']
1504.jpg|['Rayón']|['Puerta trasera izquierda']|['Reparar']
1505.jpg|['Abolladura']|['Guardabarros delantero izquierdo ']|['Reparar']
1506.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
